Feature,Importance
EState_VSA2,0.003807484343072071
EState_VSA3,0.0007344899449634509
EState_VSA4,0.001595560791270337
EState_VSA5,0.0015314430262905127
EState_VSA6,0.0019622537445229764
EState_VSA7,0.01114294896824571
EState_VSA8,0.003269164033219009
EState_VSA9,0.0014302756290441572
VSA_EState4,0.00442685602464665
VSA_EState5,0.0050656166789049125
VSA_EState7,0.002249974484179576
VSA_EState8,0.00982236172754657
MDEC-11,0.0022350724457922554
MDEC-12,0.010493259266242122
MDEC-13,0.01430281835033167
MDEC-22,0.006299925280218884
MDEC-33,0.0034521358411905615
AMID,0.019009890375743254
MID_h,0.0014433643547947634
AMID_C,0.0068934049953343094
n3Ring,0.006944062490534835
n4Ring,0.002913674392685861
n5Ring,0.021767873083979004
n7Ring,0.0024586418589827262
